Time,VDC,Isp
07-05-2022 22:41,370.635986,10
07-05-2022 22:41,370.46814,10
07-05-2022 22:42,370.346069,10
07-05-2022 22:42,370.254517,10
07-05-2022 22:42,370.178223,10
07-05-2022 22:42,370.117188,10
07-05-2022 22:42,370.056152,10
07-05-2022 22:42,369.995117,10
07-05-2022 22:43,369.979858,10
07-05-2022 22:43,369.934082,10
07-05-2022 22:43,369.918823,10
07-05-2022 22:43,369.873047,10
07-05-2022 22:43,369.888306,10
07-05-2022 22:44,369.857788,10
07-05-2022 22:44,369.796753,10
07-05-2022 22:44,369.781494,10
07-05-2022 22:44,369.750977,10
07-05-2022 22:44,369.750977,10
07-05-2022 22:44,369.735718,10
07-05-2022 22:45,369.674683,10
07-05-2022 22:45,369.659424,10
07-05-2022 22:45,369.674683,10
07-05-2022 22:45,369.659424,10
07-05-2022 22:45,369.644165,10
07-05-2022 22:45,369.613647,10
07-05-2022 22:46,369.598389,10
07-05-2022 22:46,369.58313,10
07-05-2022 22:46,369.58313,10
07-05-2022 22:46,369.552612,10
07-05-2022 22:46,369.552612,10
07-05-2022 22:46,369.567871,10
07-05-2022 22:47,369.522095,10
07-05-2022 22:47,369.491577,10
07-05-2022 22:47,369.506836,10
07-05-2022 22:47,369.491577,10
07-05-2022 22:47,369.46106,10
07-05-2022 22:47,369.445801,10
07-05-2022 22:48,369.476318,10
07-05-2022 22:48,369.46106,10
07-05-2022 22:48,369.445801,10
07-05-2022 22:48,369.430542,10
07-05-2022 22:48,369.400024,10
07-05-2022 22:48,369.415283,10
07-05-2022 22:49,369.400024,10
07-05-2022 22:49,369.369507,10
07-05-2022 22:49,369.384766,10
07-05-2022 22:49,369.384766,10
07-05-2022 22:49,369.338989,10
07-05-2022 22:49,369.338989,10
07-05-2022 22:50,369.354248,10
07-05-2022 22:50,369.32373,10
07-05-2022 22:50,369.32373,10
07-05-2022 22:50,369.32373,10
07-05-2022 22:50,369.308472,10
07-05-2022 22:50,369.277954,10
07-05-2022 22:51,369.293213,10
07-05-2022 22:51,369.293213,10
07-05-2022 22:51,369.277954,10
07-05-2022 22:51,369.262695,10
07-05-2022 22:51,369.262695,10
07-05-2022 22:51,369.262695,10
07-05-2022 22:52,369.247437,10
07-05-2022 22:52,369.20166,10
07-05-2022 22:52,369.247437,10
07-05-2022 22:52,369.247437,10
07-05-2022 22:52,369.20166,10
07-05-2022 22:52,369.186401,10
07-05-2022 22:53,369.216919,10
07-05-2022 22:53,369.20166,10
07-05-2022 22:53,369.171143,10
07-05-2022 22:53,369.171143,10
07-05-2022 22:53,369.155884,10
07-05-2022 22:53,369.171143,10
07-05-2022 22:54,369.155884,10
07-05-2022 22:54,369.140625,10
07-05-2022 22:54,369.155884,10
07-05-2022 22:54,369.155884,10
07-05-2022 22:54,369.125366,10
07-05-2022 22:54,369.094849,10
07-05-2022 22:55,369.110107,10
07-05-2022 22:55,369.125366,10
07-05-2022 22:55,369.125366,10
07-05-2022 22:55,369.110107,10
07-05-2022 22:55,369.094849,10
07-05-2022 22:55,369.07959,10
07-05-2022 22:56,369.064331,10
07-05-2022 22:56,369.094849,10
07-05-2022 22:56,369.049072,10
07-05-2022 22:56,369.064331,10
07-05-2022 22:56,369.07959,10
07-05-2022 22:56,369.049072,10
07-05-2022 22:57,369.049072,10
07-05-2022 22:57,369.018555,10
07-05-2022 22:57,369.064331,10
07-05-2022 22:57,369.049072,10
07-05-2022 22:57,369.018555,10
07-05-2022 22:57,369.018555,10
07-05-2022 22:58,369.018555,10
07-05-2022 22:58,369.018555,10
07-05-2022 22:58,369.003296,10
07-05-2022 22:58,368.972778,10
07-05-2022 22:58,368.972778,10
07-05-2022 22:58,368.972778,10
07-05-2022 22:59,368.95752,10
07-05-2022 22:59,368.972778,10
07-05-2022 22:59,368.927002,10
07-05-2022 22:59,368.95752,10
07-05-2022 22:59,368.942261,10
07-05-2022 22:59,368.942261,10
07-05-2022 23:00,368.95752,10
07-05-2022 23:00,368.942261,10
07-05-2022 23:00,368.927002,10
07-05-2022 23:00,368.911743,10
07-05-2022 23:00,368.896484,10
07-05-2022 23:00,368.911743,10
07-05-2022 23:01,368.911743,10
07-05-2022 23:01,368.881226,10
07-05-2022 23:01,368.911743,10
07-05-2022 23:01,368.881226,10
07-05-2022 23:01,368.896484,10
07-05-2022 23:01,368.865967,10
07-05-2022 23:02,368.881226,10
07-05-2022 23:02,368.850708,10
07-05-2022 23:02,368.865967,10
07-05-2022 23:02,368.881226,10
07-05-2022 23:02,368.850708,10
07-05-2022 23:02,368.881226,10
07-05-2022 23:03,368.850708,10
07-05-2022 23:03,368.865967,10
07-05-2022 23:03,368.835449,10
07-05-2022 23:03,368.850708,10
07-05-2022 23:03,368.82019,10
07-05-2022 23:03,368.789673,10
07-05-2022 23:04,368.82019,10
07-05-2022 23:04,368.774414,10
07-05-2022 23:04,368.82019,10
07-05-2022 23:04,368.82019,10
07-05-2022 23:04,368.804932,10
07-05-2022 23:04,368.789673,10
07-05-2022 23:05,368.789673,10
07-05-2022 23:05,368.789673,10
07-05-2022 23:05,368.789673,10
07-05-2022 23:05,368.804932,10
07-05-2022 23:05,368.789673,10
07-05-2022 23:05,368.759155,10
07-05-2022 23:06,368.743896,10
07-05-2022 23:06,368.728638,10
07-05-2022 23:06,368.759155,10
07-05-2022 23:06,368.743896,10
07-05-2022 23:06,368.743896,10
07-05-2022 23:06,368.743896,10
07-05-2022 23:07,368.713379,10
07-05-2022 23:07,368.713379,10
07-05-2022 23:07,368.743896,10
07-05-2022 23:07,368.69812,10
07-05-2022 23:07,368.713379,10
07-05-2022 23:08,368.713379,10
07-05-2022 23:08,368.728638,10
07-05-2022 23:08,368.728638,10
07-05-2022 23:08,368.69812,10
07-05-2022 23:08,368.69812,10
07-05-2022 23:08,368.69812,10
07-05-2022 23:09,368.682861,10
07-05-2022 23:09,368.682861,10
07-05-2022 23:09,368.667603,10
07-05-2022 23:09,368.652344,10
07-05-2022 23:09,368.667603,10
07-05-2022 23:09,368.652344,10
07-05-2022 23:10,368.652344,10
07-05-2022 23:10,368.652344,10
07-05-2022 23:10,368.667603,10
07-05-2022 23:10,368.652344,10
07-05-2022 23:10,368.621826,10
07-05-2022 23:10,368.637085,10
07-05-2022 23:11,368.621826,10
07-05-2022 23:11,368.621826,10
07-05-2022 23:11,368.652344,10
07-05-2022 23:11,368.621826,10
07-05-2022 23:11,368.606567,10
07-05-2022 23:11,368.652344,10
07-05-2022 23:12,368.606567,10
07-05-2022 23:12,368.606567,10
07-05-2022 23:12,368.591309,10
07-05-2022 23:12,368.57605,10
07-05-2022 23:12,368.57605,10
07-05-2022 23:12,368.57605,10
07-05-2022 23:13,368.560791,10
07-05-2022 23:13,368.591309,10
07-05-2022 23:13,368.606567,10
07-05-2022 23:13,368.560791,10
07-05-2022 23:13,368.560791,10
07-05-2022 23:13,368.545532,10
07-05-2022 23:14,368.560791,10
07-05-2022 23:14,368.57605,10
07-05-2022 23:14,368.530273,10
07-05-2022 23:14,368.545532,10
07-05-2022 23:14,368.515015,10
07-05-2022 23:14,368.545532,10
07-05-2022 23:15,368.530273,10
07-05-2022 23:15,368.530273,10
07-05-2022 23:15,368.545532,10
07-05-2022 23:15,368.545532,10
07-05-2022 23:15,368.499756,10
07-05-2022 23:15,368.530273,10
07-05-2022 23:16,368.484497,10
07-05-2022 23:16,368.484497,10
07-05-2022 23:16,368.484497,10
07-05-2022 23:16,368.515015,10
07-05-2022 23:16,368.515015,10
07-05-2022 23:16,368.484497,10
07-05-2022 23:17,368.515015,10
07-05-2022 23:17,368.484497,10
07-05-2022 23:17,368.484497,10
07-05-2022 23:17,368.484497,10
07-05-2022 23:17,368.469238,10
07-05-2022 23:17,368.484497,10
07-05-2022 23:18,368.438721,10
07-05-2022 23:18,368.453979,10
07-05-2022 23:18,368.469238,10
07-05-2022 23:18,368.469238,10
07-05-2022 23:18,368.438721,10
07-05-2022 23:18,368.438721,10
07-05-2022 23:19,368.453979,10
07-05-2022 23:19,368.438721,10
07-05-2022 23:19,368.453979,10
07-05-2022 23:19,368.408203,10
07-05-2022 23:19,368.453979,10
07-05-2022 23:19,368.408203,10
07-05-2022 23:20,368.438721,10
07-05-2022 23:20,368.423462,10
07-05-2022 23:20,368.408203,10
07-05-2022 23:20,368.392944,10
07-05-2022 23:20,368.408203,10
07-05-2022 23:20,368.392944,10
07-05-2022 23:21,368.408203,10
07-05-2022 23:21,368.392944,10
07-05-2022 23:21,368.377686,10
07-05-2022 23:21,368.377686,10
07-05-2022 23:21,368.377686,10
07-05-2022 23:21,368.392944,10
07-05-2022 23:22,368.392944,10
07-05-2022 23:22,368.347168,10
07-05-2022 23:22,368.362427,10
07-05-2022 23:22,368.362427,10
07-05-2022 23:22,368.347168,10
07-05-2022 23:22,368.362427,10
07-05-2022 23:23,368.377686,10
07-05-2022 23:23,368.331909,10
07-05-2022 23:23,368.362427,10
07-05-2022 23:23,368.331909,10
07-05-2022 23:23,368.347168,10
07-05-2022 23:23,368.331909,10
07-05-2022 23:24,368.347168,10
07-05-2022 23:24,368.301392,10
07-05-2022 23:24,368.347168,10
07-05-2022 23:24,368.331909,10
07-05-2022 23:24,368.301392,10
07-05-2022 23:24,368.331909,10
07-05-2022 23:25,368.31665,10
07-05-2022 23:25,368.31665,10
07-05-2022 23:25,368.301392,10
07-05-2022 23:25,368.286133,10
07-05-2022 23:25,368.286133,10
07-05-2022 23:25,368.301392,10
07-05-2022 23:26,368.301392,10
07-05-2022 23:26,368.286133,10
07-05-2022 23:26,368.301392,10
07-05-2022 23:26,368.301392,10
07-05-2022 23:26,368.286133,10
07-05-2022 23:26,368.286133,10
07-05-2022 23:27,368.240356,10
07-05-2022 23:27,368.240356,10
07-05-2022 23:27,368.286133,10
07-05-2022 23:27,368.286133,10
07-05-2022 23:27,368.225098,10
07-05-2022 23:27,368.255615,10
07-05-2022 23:28,368.255615,10
07-05-2022 23:28,368.255615,10
07-05-2022 23:28,368.255615,10
07-05-2022 23:28,368.270874,10
07-05-2022 23:28,368.225098,10
07-05-2022 23:28,368.225098,10
07-05-2022 23:29,368.225098,10
07-05-2022 23:29,368.225098,10
07-05-2022 23:29,368.225098,10
07-05-2022 23:29,368.225098,10
07-05-2022 23:29,368.209839,10
07-05-2022 23:29,368.19458,10
07-05-2022 23:30,368.209839,10
07-05-2022 23:30,368.19458,10
07-05-2022 23:30,368.19458,10
07-05-2022 23:30,368.19458,10
07-05-2022 23:30,368.19458,10
07-05-2022 23:30,368.209839,10
07-05-2022 23:31,368.179321,10
07-05-2022 23:31,368.19458,10
07-05-2022 23:31,368.164062,10
07-05-2022 23:31,368.179321,10
07-05-2022 23:31,368.148804,10
07-05-2022 23:32,368.179321,10
07-05-2022 23:32,368.148804,10
07-05-2022 23:32,368.164062,10
07-05-2022 23:32,368.164062,10
07-05-2022 23:32,368.148804,10
07-05-2022 23:32,368.148804,10
07-05-2022 23:33,368.179321,10
07-05-2022 23:33,368.133545,10
07-05-2022 23:33,368.133545,10
07-05-2022 23:33,368.148804,10
07-05-2022 23:33,368.133545,10
07-05-2022 23:33,368.133545,10
07-05-2022 23:34,368.133545,10
07-05-2022 23:34,368.133545,10
07-05-2022 23:34,368.118286,10
07-05-2022 23:34,368.133545,10
07-05-2022 23:34,368.133545,10
07-05-2022 23:34,368.103027,10
07-05-2022 23:35,368.133545,10
07-05-2022 23:35,368.103027,10
07-05-2022 23:35,368.103027,10
07-05-2022 23:35,368.087769,10
07-05-2022 23:35,368.07251,10
07-05-2022 23:35,368.087769,10
07-05-2022 23:36,368.087769,10
07-05-2022 23:36,368.103027,10
07-05-2022 23:36,368.057251,10
07-05-2022 23:36,368.057251,10
07-05-2022 23:36,368.087769,10
07-05-2022 23:36,368.07251,10
07-05-2022 23:37,368.057251,10
07-05-2022 23:37,368.087769,10
07-05-2022 23:37,368.041992,10
07-05-2022 23:37,368.057251,10
07-05-2022 23:37,368.041992,10
07-05-2022 23:37,368.026733,10
07-05-2022 23:38,368.07251,10
07-05-2022 23:38,368.041992,10
07-05-2022 23:38,368.011475,10
07-05-2022 23:38,368.057251,10
07-05-2022 23:38,368.026733,10
07-05-2022 23:38,368.026733,10
07-05-2022 23:39,368.041992,10
07-05-2022 23:39,367.996216,10
07-05-2022 23:39,368.041992,10
07-05-2022 23:39,368.011475,10
07-05-2022 23:39,368.026733,10
07-05-2022 23:39,367.996216,10
07-05-2022 23:40,368.011475,10
07-05-2022 23:40,368.011475,10
07-05-2022 23:40,367.996216,10
07-05-2022 23:40,368.011475,10
07-05-2022 23:40,367.996216,10
07-05-2022 23:40,367.980957,10
07-05-2022 23:41,367.996216,10
07-05-2022 23:41,367.996216,10
07-05-2022 23:41,367.980957,10
07-05-2022 23:41,367.980957,10
07-05-2022 23:41,367.980957,10
07-05-2022 23:41,367.965698,10
07-05-2022 23:42,367.965698,10
07-05-2022 23:42,367.965698,10
07-05-2022 23:42,367.950439,10
07-05-2022 23:42,367.950439,10
07-05-2022 23:42,367.965698,10
07-05-2022 23:42,367.935181,10
07-05-2022 23:43,367.935181,10
07-05-2022 23:43,367.919922,10
07-05-2022 23:43,367.935181,10
07-05-2022 23:43,367.919922,10
07-05-2022 23:43,367.935181,10
07-05-2022 23:43,367.935181,10
07-05-2022 23:44,367.950439,10
07-05-2022 23:44,367.950439,10
07-05-2022 23:44,367.904663,10
07-05-2022 23:44,367.919922,10
07-05-2022 23:44,367.904663,10
07-05-2022 23:44,367.904663,10
07-05-2022 23:45,367.904663,10
07-05-2022 23:45,367.874146,10
07-05-2022 23:45,367.889404,10
07-05-2022 23:45,367.889404,10
07-05-2022 23:45,367.889404,10
07-05-2022 23:45,367.904663,10
07-05-2022 23:46,367.889404,10
07-05-2022 23:46,367.904663,10
07-05-2022 23:46,367.904663,10
07-05-2022 23:46,367.904663,10
07-05-2022 23:46,367.904663,10
07-05-2022 23:46,367.889404,10
07-05-2022 23:47,367.858887,10
07-05-2022 23:47,367.858887,10
07-05-2022 23:47,367.874146,10
07-05-2022 23:47,367.874146,10
07-05-2022 23:47,367.843628,10
07-05-2022 23:47,367.843628,10
07-05-2022 23:48,367.858887,10
07-05-2022 23:48,367.843628,10
07-05-2022 23:48,367.843628,10
07-05-2022 23:48,367.843628,10
07-05-2022 23:48,367.797852,10
07-05-2022 23:48,367.828369,10
07-05-2022 23:49,367.828369,10
07-05-2022 23:49,367.828369,10
07-05-2022 23:49,367.843628,10
07-05-2022 23:49,367.81311,10
07-05-2022 23:49,367.828369,10
07-05-2022 23:49,367.81311,10
07-05-2022 23:50,367.81311,10
07-05-2022 23:50,367.797852,10
07-05-2022 23:50,367.797852,10
07-05-2022 23:50,367.797852,10
07-05-2022 23:50,367.81311,10
07-05-2022 23:50,367.81311,10
07-05-2022 23:51,367.797852,10
07-05-2022 23:51,367.767334,10
07-05-2022 23:51,367.767334,10
07-05-2022 23:51,367.797852,10
07-05-2022 23:51,367.81311,10
07-05-2022 23:51,367.782593,10
07-05-2022 23:52,367.782593,10
07-05-2022 23:52,367.767334,10
07-05-2022 23:52,367.752075,10
07-05-2022 23:52,367.752075,10
07-05-2022 23:52,367.767334,10
07-05-2022 23:52,367.752075,10
07-05-2022 23:53,367.736816,10
07-05-2022 23:53,367.752075,10
07-05-2022 23:53,367.752075,10
07-05-2022 23:53,367.767334,10
07-05-2022 23:53,367.752075,10
07-05-2022 23:53,367.736816,10
07-05-2022 23:54,367.752075,10
07-05-2022 23:54,367.752075,10
07-05-2022 23:54,367.721558,10
07-05-2022 23:54,367.736816,10
07-05-2022 23:54,367.721558,10
07-05-2022 23:54,367.736816,10
07-05-2022 23:55,367.706299,10
07-05-2022 23:55,367.721558,10
07-05-2022 23:55,367.706299,10
07-05-2022 23:55,367.69104,10
07-05-2022 23:55,367.706299,10
07-05-2022 23:55,367.69104,10
07-05-2022 23:56,367.706299,10
07-05-2022 23:56,367.721558,10
07-05-2022 23:56,367.706299,10
07-05-2022 23:56,367.706299,10
07-05-2022 23:56,367.675781,10
07-05-2022 23:57,367.69104,10
07-05-2022 23:57,367.69104,10
07-05-2022 23:57,367.69104,10
07-05-2022 23:57,367.69104,10
07-05-2022 23:57,367.69104,10
07-05-2022 23:57,367.675781,10
07-05-2022 23:58,367.675781,10
07-05-2022 23:58,367.675781,10
07-05-2022 23:58,367.660522,10
07-05-2022 23:58,367.660522,10
07-05-2022 23:58,367.630005,10
07-05-2022 23:58,367.675781,10
07-05-2022 23:59,367.630005,10
07-05-2022 23:59,367.645264,10
07-05-2022 23:59,367.645264,10
07-05-2022 23:59,367.630005,10
07-05-2022 23:59,367.630005,10
07-05-2022 23:59,367.645264,10
07-06-2022 00:00,367.630005,10
07-06-2022 00:00,367.599487,10
07-06-2022 00:00,367.584229,10
07-06-2022 00:00,367.645264,10
07-06-2022 00:00,367.614746,10
07-06-2022 00:00,367.614746,10
07-06-2022 00:01,367.614746,10
07-06-2022 00:01,367.614746,10
07-06-2022 00:01,367.584229,10
07-06-2022 00:01,367.614746,10
07-06-2022 00:01,367.56897,10
07-06-2022 00:01,367.599487,10
07-06-2022 00:02,367.584229,10
07-06-2022 00:02,367.584229,10
07-06-2022 00:02,367.599487,10
07-06-2022 00:02,367.56897,10
07-06-2022 00:02,367.56897,10
07-06-2022 00:02,367.56897,10
07-06-2022 00:03,367.553711,10
07-06-2022 00:03,367.538452,10
07-06-2022 00:03,367.599487,10
07-06-2022 00:03,367.56897,10
07-06-2022 00:03,367.56897,10
07-06-2022 00:03,367.584229,10
07-06-2022 00:04,367.56897,10
07-06-2022 00:04,367.56897,10
07-06-2022 00:04,367.553711,10
07-06-2022 00:04,367.538452,10
07-06-2022 00:04,367.553711,10
07-06-2022 00:04,367.538452,10
07-06-2022 00:05,367.507935,10
07-06-2022 00:05,367.523193,10
07-06-2022 00:05,367.538452,10
07-06-2022 00:05,367.523193,10
07-06-2022 00:05,367.553711,10
07-06-2022 00:05,367.523193,10
07-06-2022 00:06,367.507935,10
07-06-2022 00:06,367.538452,10
07-06-2022 00:06,367.507935,10
07-06-2022 00:06,367.507935,10
07-06-2022 00:06,367.507935,10
07-06-2022 00:06,367.507935,10
07-06-2022 00:07,367.507935,10
07-06-2022 00:07,367.477417,10
07-06-2022 00:07,367.492676,10
07-06-2022 00:07,367.523193,10
07-06-2022 00:07,367.492676,10
07-06-2022 00:07,367.492676,10
07-06-2022 00:08,367.477417,10
07-06-2022 00:08,367.492676,10
07-06-2022 00:08,367.462158,10
07-06-2022 00:08,367.462158,10
07-06-2022 00:08,367.462158,10
07-06-2022 00:08,367.477417,10
07-06-2022 00:09,367.477417,10
07-06-2022 00:09,367.462158,10
07-06-2022 00:09,367.446899,10
07-06-2022 00:09,367.462158,10
07-06-2022 00:09,367.431641,10
07-06-2022 00:09,367.446899,10
07-06-2022 00:10,367.446899,10
07-06-2022 00:10,367.462158,10
07-06-2022 00:10,367.431641,10
07-06-2022 00:10,367.416382,10
07-06-2022 00:10,367.431641,10
07-06-2022 00:10,367.462158,10
07-06-2022 00:11,367.416382,10
07-06-2022 00:11,367.431641,10
07-06-2022 00:11,367.416382,10
07-06-2022 00:11,367.431641,10
07-06-2022 00:11,367.416382,10
07-06-2022 00:11,367.431641,10
07-06-2022 00:12,367.401123,10
07-06-2022 00:12,367.401123,10
07-06-2022 00:12,367.401123,10
07-06-2022 00:12,367.431641,10
07-06-2022 00:12,367.416382,10
07-06-2022 00:12,367.385864,10
07-06-2022 00:13,367.416382,10
07-06-2022 00:13,367.401123,10
07-06-2022 00:13,367.385864,10
07-06-2022 00:13,367.385864,10
07-06-2022 00:13,367.385864,10
07-06-2022 00:13,367.355347,10
07-06-2022 00:14,367.355347,10
07-06-2022 00:14,367.370605,10
07-06-2022 00:14,367.370605,10
07-06-2022 00:14,367.355347,10
07-06-2022 00:14,367.370605,10
07-06-2022 00:14,367.370605,10
07-06-2022 00:15,367.370605,10
07-06-2022 00:15,367.355347,10
07-06-2022 00:15,367.324829,10
07-06-2022 00:15,367.324829,10
07-06-2022 00:15,367.355347,10
07-06-2022 00:15,367.355347,10
07-06-2022 00:16,367.324829,10
07-06-2022 00:16,367.324829,10
07-06-2022 00:16,367.340088,10
07-06-2022 00:16,367.324829,10
07-06-2022 00:16,367.340088,10
07-06-2022 00:16,367.324829,10
07-06-2022 00:17,367.324829,10
07-06-2022 00:17,367.30957,10
07-06-2022 00:17,367.30957,10
07-06-2022 00:17,367.294312,10
07-06-2022 00:17,367.30957,10
07-06-2022 00:17,367.294312,10
07-06-2022 00:18,367.294312,10
07-06-2022 00:18,367.324829,10
07-06-2022 00:18,367.294312,10
07-06-2022 00:18,367.30957,10
07-06-2022 00:18,367.294312,10
07-06-2022 00:18,367.294312,10
07-06-2022 00:19,367.279053,10
07-06-2022 00:19,367.294312,10
07-06-2022 00:19,367.279053,10
07-06-2022 00:19,367.294312,10
07-06-2022 00:19,367.279053,10
07-06-2022 00:19,367.294312,10
07-06-2022 00:20,367.263794,10
07-06-2022 00:20,367.263794,10
07-06-2022 00:20,367.263794,10
07-06-2022 00:20,367.248535,10
07-06-2022 00:20,367.233276,10
07-06-2022 00:20,367.263794,10
07-06-2022 00:21,367.233276,10
07-06-2022 00:21,367.233276,10
07-06-2022 00:21,367.248535,10
07-06-2022 00:21,367.248535,10
07-06-2022 00:21,367.233276,10
07-06-2022 00:21,367.233276,10
07-06-2022 00:22,367.218018,10
07-06-2022 00:22,367.248535,10
07-06-2022 00:22,367.202759,10
07-06-2022 00:22,367.202759,10
07-06-2022 00:22,367.233276,10
07-06-2022 00:22,367.218018,10
07-06-2022 00:23,367.202759,10
07-06-2022 00:23,367.218018,10
07-06-2022 00:23,367.172241,10
07-06-2022 00:23,367.202759,10
07-06-2022 00:23,367.1875,10
07-06-2022 00:24,367.202759,10
07-06-2022 00:24,367.1875,10
07-06-2022 00:24,367.1875,10
07-06-2022 00:24,367.172241,10
07-06-2022 00:24,367.202759,10
07-06-2022 00:24,367.156982,10
07-06-2022 00:25,367.172241,10
07-06-2022 00:25,367.172241,10
07-06-2022 00:25,367.156982,10
07-06-2022 00:25,367.156982,10
07-06-2022 00:25,367.141724,10
07-06-2022 00:25,367.156982,10
07-06-2022 00:26,367.172241,10
07-06-2022 00:26,367.141724,10
07-06-2022 00:26,367.126465,10
07-06-2022 00:26,367.156982,10
07-06-2022 00:26,367.141724,10
07-06-2022 00:26,367.141724,10
07-06-2022 00:27,367.126465,10
07-06-2022 00:27,367.141724,10
07-06-2022 00:27,367.126465,10
07-06-2022 00:27,367.141724,10
07-06-2022 00:27,367.156982,10
07-06-2022 00:27,367.111206,10
07-06-2022 00:28,367.111206,10
07-06-2022 00:28,367.126465,10
07-06-2022 00:28,367.141724,10
07-06-2022 00:28,367.111206,10
07-06-2022 00:28,367.111206,10
07-06-2022 00:28,367.095947,10
07-06-2022 00:29,367.095947,10
07-06-2022 00:29,367.111206,10
07-06-2022 00:29,367.111206,10
07-06-2022 00:29,367.080688,10
07-06-2022 00:29,367.095947,10
07-06-2022 00:29,367.095947,10
07-06-2022 00:30,367.080688,10
07-06-2022 00:30,367.095947,10
07-06-2022 00:30,367.095947,10
07-06-2022 00:30,367.095947,10
07-06-2022 00:30,367.080688,10
07-06-2022 00:30,367.095947,10
07-06-2022 00:31,367.06543,10
07-06-2022 00:31,367.080688,10
07-06-2022 00:31,367.06543,10
07-06-2022 00:31,367.080688,10
07-06-2022 00:31,367.050171,10
07-06-2022 00:31,367.034912,10
07-06-2022 00:32,367.06543,10
07-06-2022 00:32,367.050171,10
07-06-2022 00:32,367.06543,10
07-06-2022 00:32,367.019653,10
07-06-2022 00:32,367.050171,10
07-06-2022 00:32,367.034912,10
07-06-2022 00:33,367.019653,10
07-06-2022 00:33,367.050171,10
07-06-2022 00:33,367.050171,10
07-06-2022 00:33,367.034912,10
07-06-2022 00:33,367.004395,10
07-06-2022 00:33,367.004395,10
07-06-2022 00:34,367.004395,10
07-06-2022 00:34,367.019653,10
07-06-2022 00:34,366.973877,10
07-06-2022 00:34,367.004395,10
07-06-2022 00:34,367.004395,10
07-06-2022 00:34,366.989136,10
07-06-2022 00:35,366.973877,10
07-06-2022 00:35,367.004395,10
07-06-2022 00:35,366.973877,10
07-06-2022 00:35,366.973877,10
07-06-2022 00:35,366.989136,10
07-06-2022 00:35,367.004395,10
07-06-2022 00:36,366.973877,10
07-06-2022 00:36,366.958618,10
07-06-2022 00:36,366.973877,10
07-06-2022 00:36,366.958618,10
07-06-2022 00:36,366.989136,10
07-06-2022 00:36,366.973877,10
07-06-2022 00:37,366.943359,10
07-06-2022 00:37,366.958618,10
07-06-2022 00:37,366.928101,10
07-06-2022 00:37,366.928101,10
07-06-2022 00:37,366.943359,10
07-06-2022 00:37,366.973877,10
07-06-2022 00:38,366.958618,10
07-06-2022 00:38,366.943359,10
07-06-2022 00:38,366.912842,10
07-06-2022 00:38,366.928101,10
07-06-2022 00:38,366.928101,10
07-06-2022 00:38,366.912842,10
07-06-2022 00:39,366.928101,10
07-06-2022 00:39,366.943359,10
07-06-2022 00:39,366.928101,10
07-06-2022 00:39,366.897583,10
07-06-2022 00:39,366.912842,10
07-06-2022 00:39,366.912842,10
07-06-2022 00:40,366.912842,10
07-06-2022 00:40,366.882324,10
07-06-2022 00:40,366.912842,10
07-06-2022 00:40,366.912842,10
07-06-2022 00:40,366.912842,10
07-06-2022 00:40,366.897583,10
